Stock,LIMIT_UP_PRICE,LIMIT_UP_TIME,BREAK_LIMIT_UP_TIME,Date,Ticker
000665.SZ,11.2,2022-01-19 13:50:52.730,2022-01-19 15:00:00.000,20220119,127007.SZ
002658.SZ,9.62,2022-01-19 14:42:48.700,2022-01-19 15:00:00.000,20220119,128033.SZ
002717.SZ,3.75,2022-01-19 09:41:27.070,2022-01-19 15:00:00.000,20220119,128044.SZ
000665.SZ,12.32,2022-01-20 10:39:19.260,2022-01-20 11:29:58.720,20220120,127007.SZ
002370.SZ,8.57,2022-01-20 14:52:34.940,2022-01-20 15:00:00.000,20220120,128062.SZ
002658.SZ,10.59,2022-01-20 09:25:00.000,2022-01-20 09:35:52.210,20220120,128033.SZ
002717.SZ,4.12,2022-01-20 11:21:30.870,2022-01-20 15:00:00.000,20220120,128044.SZ
002969.SZ,5.94,2022-01-20 09:25:00.000,2022-01-20 09:55:03.600,20220120,127042.SZ
002707.SZ,6.73,2022-01-21 10:01:13.430,2022-01-21 10:12:32.280,20220121,128022.SZ
002717.SZ,4.54,2022-01-21 09:25:00.000,2022-01-21 11:29:52.900,20220121,128044.SZ
000928.SZ,8.06,2022-01-24 10:41:13.370,2022-01-24 15:00:00.000,20220124,127029.SZ
002446.SZ,6.5,2022-01-24 10:02:53.580,2022-01-24 10:12:33.310,20220124,128041.SZ
002707.SZ,7.11,2022-01-24 10:25:06.430,2022-01-24 15:00:00.000,20220124,128022.SZ
002717.SZ,4.99,2022-01-24 09:25:00.000,2022-01-24 11:29:58.180,20220124,128044.SZ
002738.SZ,62.72,2022-01-24 11:10:47.320,2022-01-24 15:00:00.000,20220124,128111.SZ
002865.SZ,63.47,2022-01-24 09:50:12.010,2022-01-24 10:07:17.610,20220124,128050.SZ
000810.SZ,12.46,2022-01-28 11:00:34.830,2022-01-28 15:00:00.000,20220128,127013.SZ
002873.SZ,20.37,2022-01-28 13:34:39.160,2022-01-28 15:00:00.000,20220128,128091.SZ
000688.SZ,13.5,2022-02-07 14:52:45.600,2022-02-07 15:00:00.000,20220207,127019.SZ
002061.SZ,6.09,2022-02-07 10:10:01.150,2022-02-07 13:46:18.710,20220207,128107.SZ
002815.SZ,14.7,2022-02-07 13:43:49.670,2022-02-07 15:00:00.000,20220207,128131.SZ
002822.SZ,6.27,2022-02-07 13:48:22.980,2022-02-07 14:08:10.670,20220207,127033.SZ
002941.SZ,12.54,2022-02-07 13:10:14.400,2022-02-07 15:00:00.000,20220207,128132.SZ
002949.SZ,19.43,2022-02-07 11:26:00.430,2022-02-07 13:52:50.820,20220207,128125.SZ
002969.SZ,6.08,2022-02-07 10:27:58.780,2022-02-07 10:29:10.990,20220207,127042.SZ
300700.SZ,22.8,2022-02-07 09:37:33.470,2022-02-07 09:48:44.900,20220207,123024.SZ
300732.SZ,16.08,2022-02-07 10:10:03.560,2022-02-07 11:29:57.790,20220207,123130.SZ
002061.SZ,6.7,2022-02-08 09:36:14.720,2022-02-08 09:36:23.750,20220208,128107.SZ
002083.SZ,5.2,2022-02-08 14:48:45.010,2022-02-08 14:51:01.720,20220208,128087.SZ
002360.SZ,9.45,2022-02-08 09:50:53.910,2022-02-08 13:13:26.510,20220208,128103.SZ
002717.SZ,3.96,2022-02-08 13:36:59.800,2022-02-08 13:37:11.980,20220208,128044.SZ
000665.SZ,8.39,2022-02-09 10:10:04.570,2022-02-09 10:39:55.770,20220209,127007.SZ
002548.SZ,6.83,2022-02-09 09:38:20.950,2022-02-09 15:00:00.000,20220209,128036.SZ
002738.SZ,64.24,2022-02-09 09:40:16.410,2022-02-09 09:51:43.900,20220209,128111.SZ
000665.SZ,9.23,2022-02-10 13:41:48.360,2022-02-10 15:00:00.000,20220210,127007.SZ
002157.SZ,7.85,2022-02-10 14:01:35.300,2022-02-10 15:00:00.000,20220210,128114.SZ
002548.SZ,7.51,2022-02-10 13:36:08.600,2022-02-10 15:00:00.000,20220210,128036.SZ
002707.SZ,7.94,2022-02-10 13:05:17.130,2022-02-10 13:06:25.150,20220210,128022.SZ
002707.SZ,8.73,2022-02-11 13:00:00.000,2022-02-11 13:00:00.030,20220211,128022.SZ
002738.SZ,72.58,2022-02-11 10:05:37.070,2022-02-11 10:07:48.440,20220211,128111.SZ
002370.SZ,5.72,2022-02-14 14:50:49.560,2022-02-14 15:00:00.000,20220214,128062.SZ
002542.SZ,3.25,2022-02-14 09:49:32.460,2022-02-14 11:29:55.170,20220214,128037.SZ
002921.SZ,19.67,2022-02-14 10:08:14.930,2022-02-14 11:28:48.190,20220214,128120.SZ
002061.SZ,7.24,2022-02-15 10:49:54.490,2022-02-15 11:29:55.030,20220215,128107.SZ
002542.SZ,3.58,2022-02-15 09:25:00.000,2022-02-15 11:29:44.660,20220215,128037.SZ
002873.SZ,21.33,2022-02-15 10:10:43.250,2022-02-15 15:00:00.000,20220215,128091.SZ
002921.SZ,21.64,2022-02-15 10:16:51.530,2022-02-15 10:17:32.110,20220215,128120.SZ
002941.SZ,14.22,2022-02-15 10:23:38.750,2022-02-15 13:24:19.390,20220215,128132.SZ
000688.SZ,15.47,2022-02-16 11:05:56.780,2022-02-16 15:00:00.000,20220216,127019.SZ
000823.SZ,13.12,2022-02-16 11:01:28.510,2022-02-16 11:29:56.750,20220216,127026.SZ
000861.SZ,3.14,2022-02-16 11:11:04.360,2022-02-16 15:00:00.000,20220216,127003.SZ
002717.SZ,4.5,2022-02-16 10:48:03.680,2022-02-16 15:00:00.000,20220216,128044.SZ
002949.SZ,19.5,2022-02-16 09:42:19.570,2022-02-16 09:43:37.300,20220216,128125.SZ
000688.SZ,17.02,2022-02-17 11:03:51.550,2022-02-17 11:15:00.030,20220217,127019.SZ
002658.SZ,8.94,2022-02-17 09:41:58.720,2022-02-17 15:00:00.000,20220217,128033.SZ
002717.SZ,4.95,2022-02-17 09:37:07.070,2022-02-17 10:16:04.090,20220217,128044.SZ
002738.SZ,81.39,2022-02-17 10:10:26.440,2022-02-17 10:13:14.920,20220217,128111.SZ
002887.SZ,11.16,2022-02-17 10:00:08.540,2022-02-17 11:29:56.400,20220217,127034.SZ
002749.SZ,10.63,2022-02-18 10:38:59.310,2022-02-18 13:52:22.600,20220218,128123.SZ
002758.SZ,13.96,2022-02-18 10:12:59.390,2022-02-18 10:33:44.840,20220218,128040.SZ
002949.SZ,20.08,2022-02-18 09:32:48.190,2022-02-18 09:33:40.180,20220218,128125.SZ
002376.SZ,9.24,2022-02-21 10:40:07.300,2022-02-21 15:00:00.000,20220221,128083.SZ
002738.SZ,97.13,2022-02-21 13:26:59.060,2022-02-21 13:42:25.100,20220221,128111.SZ
002758.SZ,15.36,2022-02-21 10:59:20.990,2022-02-21 15:00:00.000,20220221,128040.SZ
002873.SZ,22.24,2022-02-21 11:22:27.050,2022-02-21 11:29:59.660,20220221,128091.SZ
002949.SZ,22.09,2022-02-21 09:55:13.370,2022-02-21 10:38:07.560,20220221,128125.SZ
300078.SZ,7.57,2022-02-21 13:37:00.160,2022-02-21 13:38:10.150,20220221,123096.SZ
300738.SZ,29.12,2022-02-21 14:48:43.420,2022-02-21 15:00:00.000,20220221,123131.SZ
002061.SZ,7.84,2022-02-22 09:53:15.680,2022-02-22 10:47:15.300,20220222,128107.SZ
002758.SZ,16.9,2022-02-22 09:31:03.260,2022-02-22 09:48:39.880,20220222,128040.SZ
002873.SZ,24.46,2022-02-22 13:10:59.540,2022-02-22 15:00:00.000,20220222,128091.SZ
002325.SZ,3.14,2022-02-23 10:03:45.790,2022-02-23 11:29:50.120,20220223,128013.SZ
002758.SZ,18.59,2022-02-23 09:25:00.000,2022-02-23 11:29:58.200,20220223,128040.SZ
002842.SZ,10.48,2022-02-23 14:30:54.600,2022-02-23 15:00:00.000,20220223,128072.SZ
002873.SZ,26.91,2022-02-23 09:41:54.590,2022-02-23 09:42:04.190,20220223,128091.SZ
300666.SZ,62.08,2022-02-23 10:08:09.510,2022-02-23 15:00:00.000,20220223,123123.SZ
000688.SZ,18.95,2022-02-24 14:36:18.270,2022-02-24 14:36:48.690,20220224,127019.SZ
002325.SZ,3.45,2022-02-24 09:25:00.000,2022-02-24 13:00:08.330,20220224,128013.SZ
002758.SZ,20.45,2022-02-24 09:32:21.030,2022-02-24 09:34:47.500,20220224,128040.SZ
002811.SZ,10.32,2022-02-24 09:35:31.390,2022-02-24 10:40:03.650,20220224,128066.SZ
002822.SZ,7.49,2022-02-24 09:32:03.760,2022-02-24 13:02:03.310,20220224,127033.SZ
300483.SZ,19.56,2022-02-24 13:00:27.290,2022-02-24 13:01:25.610,20220224,123128.SZ
000065.SZ,9.27,2022-02-25 09:47:03.680,2022-02-25 10:02:40.300,20220225,127014.SZ
002811.SZ,11.35,2022-02-25 09:25:00.000,2022-02-25 10:35:04.300,20220225,128066.SZ
002822.SZ,8.24,2022-02-25 09:25:00.000,2022-02-25 09:45:42.590,20220225,127033.SZ
002941.SZ,14.39,2022-02-25 09:34:07.930,2022-02-25 09:48:26.010,20220225,128132.SZ
300482.SZ,43.07,2022-02-25 14:18:57.270,2022-02-25 14:19:29.920,20220225,123064.SZ
000810.SZ,13.08,2022-02-28 13:23:38.580,2022-02-28 15:00:00.000,20220228,127013.SZ
002738.SZ,107.79,2022-02-28 10:03:08.480,2022-02-28 13:51:57.000,20220228,128111.SZ
000876.SZ,16.91,2022-03-01 14:30:05.560,2022-03-01 15:00:00.000,20220301,127015.SZ
000876.SZ,16.91,2022-03-01 14:30:05.560,2022-03-01 15:00:00.000,20220301,127049.SZ
002548.SZ,7.1,2022-03-01 13:03:52.950,2022-03-01 15:00:00.000,20220301,128036.SZ
002279.SZ,5.57,2022-03-02 09:37:12.590,2022-03-02 13:27:59.820,20220302,128015.SZ
002370.SZ,6.06,2022-03-02 13:00:06.080,2022-03-02 13:01:11.840,20220302,128062.SZ
002503.SZ,1.6,2022-03-02 09:25:00.000,2022-03-02 15:00:00.000,20220302,128100.SZ
002503.SZ,1.76,2022-03-03 09:32:10.020,2022-03-03 11:29:59.750,20220303,128100.SZ
002707.SZ,7.14,2022-03-03 09:41:08.730,2022-03-03 09:42:53.100,20220303,128022.SZ
002758.SZ,17.91,2022-03-03 13:20:50.480,2022-03-03 15:00:00.000,20220303,128040.SZ
000411.SZ,14.41,2022-03-04 09:33:16.100,2022-03-04 11:02:08.180,20220304,127028.SZ
002083.SZ,5.07,2022-03-07 09:25:00.000,2022-03-07 11:29:36.340,20220307,128087.SZ
000065.SZ,9.81,2022-03-08 10:32:19.510,2022-03-08 11:07:32.070,20220308,127014.SZ
002083.SZ,5.58,2022-03-08 09:25:00.000,2022-03-08 09:33:05.180,20220308,128087.SZ
000065.SZ,10.79,2022-03-09 09:40:14.660,2022-03-09 11:29:54.420,20220309,127014.SZ
002941.SZ,15.46,2022-03-09 09:59:47.750,2022-03-09 10:52:15.790,20220309,128132.SZ
000065.SZ,11.87,2022-03-10 09:25:00.000,2022-03-10 09:30:27.380,20220310,127014.SZ
002022.SZ,13.77,2022-03-10 14:47:46.760,2022-03-10 15:00:00.000,20220310,128124.SZ
002126.SZ,10.02,2022-03-10 09:34:19.010,2022-03-10 13:52:37.900,20220310,127037.SZ
002907.SZ,13.74,2022-03-10 10:40:02.740,2022-03-10 13:40:25.510,20220310,128069.SZ
002941.SZ,17.01,2022-03-10 09:37:29.410,2022-03-10 09:38:00.240,20220310,128132.SZ
300482.SZ,49.8,2022-03-10 13:27:26.610,2022-03-10 15:00:00.000,20220310,123064.SZ
300586.SZ,12.96,2022-03-10 09:25:00.000,2022-03-10 09:34:17.250,20220310,123057.SZ
002370.SZ,5.98,2022-03-11 14:19:25.040,2022-03-11 14:20:05.230,20220311,128062.SZ
002548.SZ,7.83,2022-03-11 09:55:20.500,2022-03-11 09:55:25.160,20220311,128036.SZ
300482.SZ,59.76,2022-03-11 13:02:08.900,2022-03-11 15:00:00.000,20220311,123064.SZ
002279.SZ,5.61,2022-03-14 09:37:31.370,2022-03-14 11:29:58.720,20220314,128015.SZ
002941.SZ,17.31,2022-03-14 09:57:32.660,2022-03-14 10:02:25.620,20220314,128132.SZ
300624.SZ,43.81,2022-03-14 09:59:08.920,2022-03-14 10:02:30.330,20220314,123116.SZ
002707.SZ,6.45,2022-03-16 09:30:31.240,2022-03-16 10:25:04.780,20220316,128022.SZ
002787.SZ,6.71,2022-03-16 09:31:58.130,2022-03-16 10:45:17.890,20220316,128049.SZ
000065.SZ,10.12,2022-03-17 11:13:46.210,2022-03-17 11:16:37.840,20220317,127014.SZ
000411.SZ,14.66,2022-03-17 11:14:45.360,2022-03-17 11:15:13.900,20220317,127028.SZ
002541.SZ,42.62,2022-03-17 14:36:07.860,2022-03-17 14:38:22.330,20220317,128134.SZ
002707.SZ,7.1,2022-03-17 09:53:58.690,2022-03-17 11:29:59.310,20220317,128022.SZ
002965.SZ,25.37,2022-03-17 09:25:00.000,2022-03-17 09:46:17.680,20220317,128139.SZ
300636.SZ,29.32,2022-03-17 10:06:16.100,2022-03-17 10:06:40.290,20220317,123073.SZ
000688.SZ,17.07,2022-03-18 10:02:27.300,2022-03-18 10:02:27.460,20220318,127019.SZ
000861.SZ,3.48,2022-03-18 14:28:54.120,2022-03-18 15:00:00.000,20220318,127003.SZ
002370.SZ,6.57,2022-03-18 14:45:25.390,2022-03-18 14:45:37.150,20220318,128062.SZ
002562.SZ,5.02,2022-03-18 14:07:36.550,2022-03-18 15:00:00.000,20220318,128021.SZ
002811.SZ,9.41,2022-03-18 09:49:51.130,2022-03-18 10:24:42.890,20220318,128066.SZ
002941.SZ,17.56,2022-03-18 09:59:53.940,2022-03-18 10:00:10.220,20220318,128132.SZ
002949.SZ,15.82,2022-03-18 13:25:46.750,2022-03-18 15:00:00.000,20220318,128125.SZ
002061.SZ,7.35,2022-03-21 09:30:56.810,2022-03-21 15:00:00.000,20220321,128107.SZ
002562.SZ,5.52,2022-03-21 09:39:58.470,2022-03-21 09:41:05.190,20220321,128021.SZ
002758.SZ,15.26,2022-03-21 10:06:40.270,2022-03-21 14:08:20.610,20220321,128040.SZ
000665.SZ,7.22,2022-03-22 13:16:15.250,2022-03-22 15:00:00.000,20220322,127007.SZ
000810.SZ,15.04,2022-03-22 13:16:08.480,2022-03-22 13:53:56.720,20220322,127013.SZ
002061.SZ,8.09,2022-03-22 10:50:41.480,2022-03-22 10:50:45.730,20220322,128107.SZ
002775.SZ,4.33,2022-03-22 09:32:48.150,2022-03-22 11:06:58.810,20220322,128127.SZ
300556.SZ,30.7,2022-03-22 13:35:34.040,2022-03-22 13:42:59.710,20220322,123138.SZ
002370.SZ,6.83,2022-03-23 10:26:37.050,2022-03-23 15:00:00.000,20220323,128062.SZ
002775.SZ,4.76,2022-03-23 09:25:00.000,2022-03-23 09:33:52.140,20220323,128127.SZ
002907.SZ,16.08,2022-03-23 10:15:32.650,2022-03-23 11:29:34.480,20220323,128069.SZ
000582.SZ,8.25,2022-03-24 09:25:00.000,2022-03-24 09:36:42.050,20220324,127039.SZ
002370.SZ,7.51,2022-03-24 10:35:56.340,2022-03-24 15:00:00.000,20220324,128062.SZ
002907.SZ,17.69,2022-03-24 09:31:07.190,2022-03-24 10:43:10.900,20220324,128069.SZ
000665.SZ,7.96,2022-03-25 11:02:33.030,2022-03-25 15:00:00.000,20220325,127007.SZ
002157.SZ,7.22,2022-03-25 10:33:25.420,2022-03-25 15:00:00.000,20220325,128114.SZ
002287.SZ,29.27,2022-03-25 09:36:45.810,2022-03-25 09:44:10.640,20220325,128133.SZ
002370.SZ,8.26,2022-03-25 09:30:51.160,2022-03-25 09:46:55.040,20220325,128062.SZ
002907.SZ,19.46,2022-03-25 09:25:00.000,2022-03-25 11:28:49.590,20220325,128069.SZ
000665.SZ,8.76,2022-03-28 09:35:13.940,2022-03-28 11:29:57.120,20220328,127007.SZ
002722.SZ,15.68,2022-03-29 09:25:00.000,2022-03-29 09:30:11.370,20220329,128076.SZ
002758.SZ,17.38,2022-03-29 14:31:18.400,2022-03-29 14:32:01.680,20220329,128040.SZ
000065.SZ,10.09,2022-03-30 09:30:26.040,2022-03-30 13:48:40.480,20220330,127014.SZ
300818.SZ,45.89,2022-03-30 13:24:00.540,2022-03-30 14:48:12.390,20220330,123127.SZ
000623.SZ,17.71,2022-03-31 09:41:18.110,2022-03-31 09:41:42.960,20220331,127006.SZ
002807.SZ,4.43,2022-03-31 10:53:23.940,2022-03-31 10:59:57.200,20220331,128034.SZ
002941.SZ,16.39,2022-03-31 09:30:00.000,2022-03-31 09:30:29.150,20220331,128132.SZ
300813.SZ,79.28,2022-03-31 10:24:12.610,2022-03-31 13:10:23.820,20220331,123135.SZ
000665.SZ,10.43,2022-04-01 14:15:59.800,2022-04-01 15:00:00.000,20220401,127007.SZ
300813.SZ,95.14,2022-04-01 09:25:00.000,2022-04-01 10:16:45.650,20220401,123135.SZ
002846.SZ,8.44,2022-04-06 10:07:05.760,2022-04-06 11:29:23.680,20220406,128079.SZ
002989.SZ,21.08,2022-04-06 09:37:01.040,2022-04-06 10:52:25.010,20220406,127055.SZ
000582.SZ,8.59,2022-04-07 15:00:00.000,2022-04-07 15:00:00.000,20220407,127039.SZ
002846.SZ,9.28,2022-04-07 09:30:00.000,2022-04-07 09:43:09.810,20220407,128079.SZ
002896.SZ,21.18,2022-04-07 09:30:14.710,2022-04-07 09:32:19.280,20220407,127048.SZ
002941.SZ,16.6,2022-04-07 10:27:56.900,2022-04-07 11:26:45.300,20220407,128132.SZ
002989.SZ,23.19,2022-04-07 09:31:54.770,2022-04-07 11:29:56.050,20220407,127055.SZ
000582.SZ,9.45,2022-04-08 14:49:01.940,2022-04-08 14:52:13.480,20220408,127039.SZ
002542.SZ,3.41,2022-04-08 09:33:12.590,2022-04-08 15:00:00.000,20220408,128037.SZ
002846.SZ,9.52,2022-04-08 09:30:46.050,2022-04-08 09:30:53.480,20220408,128079.SZ
002895.SZ,24.23,2022-04-08 11:08:58.230,2022-04-08 14:45:00.740,20220408,127043.SZ
002941.SZ,18.26,2022-04-08 09:35:11.060,2022-04-08 09:35:47.500,20220408,128132.SZ
002989.SZ,25.51,2022-04-08 09:31:33.980,2022-04-08 09:40:30.820,20220408,127055.SZ
000582.SZ,10.4,2022-04-11 09:33:28.740,2022-04-11 10:56:59.220,20220411,127039.SZ
002775.SZ,4.74,2022-04-11 11:29:50.690,2022-04-11 13:00:40.040,20220411,128127.SZ
002941.SZ,20.09,2022-04-11 09:30:28.990,2022-04-11 09:36:19.820,20220411,128132.SZ
000582.SZ,11.44,2022-04-12 13:36:33.210,2022-04-12 15:00:00.000,20220412,127039.SZ
002174.SZ,11.38,2022-04-12 10:22:26.770,2022-04-12 11:29:53.490,20220412,128074.SZ
002568.SZ,35.29,2022-04-12 14:44:41.590,2022-04-12 14:44:49.440,20220412,127046.SZ
002707.SZ,7.91,2022-04-12 14:02:03.750,2022-04-12 14:02:58.540,20220412,128022.SZ
002822.SZ,7.47,2022-04-12 14:31:02.400,2022-04-12 14:31:50.830,20220412,127033.SZ
002846.SZ,8.79,2022-04-12 09:38:57.890,2022-04-12 09:39:03.180,20220412,128079.SZ
002941.SZ,20.75,2022-04-12 10:13:05.540,2022-04-12 10:13:38.320,20220412,128132.SZ
